화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female,lat,lon
춘천국유림관리소 청평경영팀,경기도 가평군 청평면 청평중앙로80,N,09:00∼18:00,0,1,37.7399564,127.4223494
국립유명산자연휴양림 관리사무소 1층 공중화장실,경기도 가평군 설악면 유명산길 79-53,N,09:00∼22:00,1,1,37.58535810000001,127.5024958
국립유명산자연휴양림 분리수거장 옆 공중화장실,경기도 가평군 설악면 유명산길 79-53,N,00:00~00:00,0,1,37.58535810000001,127.5024958
국립유명산자연휴양림 3야영장 공중화장실,경기도 가평군 설악면 유명산길 79-53,N,00:00~00:00,1,1,37.58535810000001,127.5024958
국립유명산자연휴양림 자생식물원 공중화장실,경기도 가평군 설악면 유명산길 79-53,N,00:00~00:00,1,1,37.58535810000001,127.5024958
국립유명산자연휴양림 산림복합체험센터 1층,경기도 가평군 설악면 유명산길 79-53,N,09:00∼22:00,1,1,37.58535810000001,127.5024958
잣향기푸른숲 매표소,경기도 가평군 상면 축령로 289-146,Y,09:00∼18:00,1,1,37.7625667,127.3338461
구리농수산물도매시장,경기도 구리시 동구릉로136번길 90,Y,24시간,2,2,37.6119317,127.1449169
구리(퇴계원)B/S 화장실,경기도 구리시 수도권제1순환고속도로 28,Y,24시간,1,1,37.5913395,127.157611
구리(일산)휴게소,경기도 구리시 수도권제1순환고속도로 32,Y,24시간,1,1,37.6279147,127.1392334
구리세무서,경기도 구리시 안골로 36,N,09~18시,1,1,37.5968582,127.1349742
구리경찰서,경기도 구리시 아차산로 359,Y,24시간,1,1,37.5872044,127.1290573
교문1동행정복지센터화장실,경기도 구리시 경춘로 111,N,9시~18시,0,1,37.6012151,127.1276689
인창동 철도부지 체육공원 화장실(족구장 인근),경기도 구리시 응달말로40번길,Y,24시간,1,1,37.6033818,127.1358191
인창동 철도부지 체육공원 화장실(게이트볼장 인근),경기도 구리시 응달말로40번길,N,24시간,1,1,37.6033818,127.1358191
수택2동행정복지센터,경기도 구리시 원수택로12번길 16,N,09:00~18:00,2,2,37.5932473,127.1400994
교문2동 행정복지센터 화장실,경기도 구리시 장자대로 34,N,9시간,1,1,37.5870128,127.1342683
구리시장애인종합복지관,경기도 구리시 이문안로86-1,Y,9시간,5,5,37.5915197,127.1410642
구리역사 화장실(2층),경기도 구리시 건원대로34번길 32-29,Y,04:30~24:00,1,1,37.6036293,127.1447782
갈매역사 화장실(1층),경기도 구리시 경춘북로 229,Y,05:00~24:00,1,1,37.6340645,127.1145705
인창중앙공원(솟을마당),경기도 구리시 동구릉로66번길 29(인창동),Y,00:00~24:00,1,1,37.6058514,127.1372372
인창중앙공원(관리사무실),경기도 구리시 동구릉로66번길 29(인창동),Y,24시간,1,1,37.6058514,127.1372372
갈매중앙공원,경기도 구리시 산마루로 41(갈매동),Y,24시간,1,1,37.6315538,127.119125
잣향기푸른숲 축령백림관,경기도 가평군 상면 축령로 289-146,N,09:00∼18:00,1,1,37.7625667,127.3338461
잣향기푸른숲 유아숲체험원,경기도 가평군 상면 축령로 289-146,N,09:00∼18:00,1,1,37.7625667,127.3338461
강씨봉자연휴양림 공중화장실,경기도 가평군 북면 논남기길 520,N,유료 입장후 상시,1,1,37.9634776,127.407123
연인산도립공원 관리사무소 및 탐방안내소,경기도 가평군 가평읍 용추로 229-41,N,09:00-18:00,1,1,37.8477871,127.4855301
연인산도립공원 시설지구 내 주차장,경기도 가평군 가평읍 용추로 229-41,N,00:00~00:00,1,1,37.8477871,127.4855301
중산리(탁영뢰),경기도 가평군 가평읍 용추로 573,N,00:00~00:00,1,1,37.8584281,127.465571
일사대,경기도 가평군 가평읍 용추로 645,N,00:00~00:00,1,1,37.8623074,127.4640634
백둔리 주차장,경기도 가평군 북면 백둔리 807,N,00:00~00:00,1,1,37.89603690000001,127.4425759
인창동행정복지센터,"경기도 구리시 동구릉로53번길 4, 2층",N,(평일)09:00~18:00,1,0,37.6054458,127.1335592
도당공원,경기도 구리시 갈매순환로 64(갈매동),Y,24시간,1,1,37.626009,127.1179717
동구하늘공원,경기도 구리시 건원대로76번길 127(인창동),Y,24시간,1,1,37.607061,127.1460341
늘푸른공원,경기도 구리시 건원대로34번길 34(인창동),Y,24시간,1,1,37.60423309999999,127.1425803
토평공원,경기도 구리시 벌말로 130-29(토평동),Y,24시간,1,1,37.5896363,127.1498402
아름마을공원,경기도 구리시 동구릉로53번길 147(인창동),Y,24시간,1,1,37.6100593,127.130219
부양공원,경기도 구리시 체육관로74번길 62(수택동),Y,24시간,1,1,37.5906746,127.1416506
검배공원,경기도 구리시 수택천로35번길,Y,24시간,1,1,37.60000290000001,127.1485502
갈매수질복원센터,경기도 구리시 갈매중앙로 206,N,24시간,1,1,37.6398522,127.1276455
장자호수생태공원,경기도 구리시 토평동 878,Y,24시간,2,1,37.579275,127.1485268
장자호수생태공원,경기도 구리시 장자호수길 76-42,Y,24시간,1,1,37.5830818,127.1386059
장자호수생태공원,경기도 구리시 장자공원길 13,Y,24시간,1,1,37.5810495,127.1329846
왕숙천둔치공원(관리사무실),경기도 구리시 수택동 48-57 등,N,24시간,1,1,37.5896095,127.1616366
왕숙천둔치공원(무대광장),경기도 구리시 수택동 48-57 등,N,24시간,1,1,37.5896095,127.1616366
한강시민공원(관리사무실),경기도 구리시 코스모스길 14번길 249,Y,24시간,1,1,37.5739077,127.1341806
한강시민공원(등수국터널 1),경기도 구리시 코스모스길 14번길 249,Y,24시간,1,1,37.5739077,127.1341806
한강시민공원(등수국터널 2),경기도 구리시 코스모스길 14번길 249,Y,24시간,0,1,37.5739077,127.1341806
한강시민공원(자연학습장),경기도 구리시 코스모스길 14번길 249,Y,24시간,1,1,37.5739077,127.1341806
동구동행정복지센터,경기도 구리시 동구릉로136번길 57,N,06:00~23:00,1,1,37.6126648,127.1408564
구리시청,"경기도 구리시 아차산로 439, 본관 1층 2층",N,24시간,1,1,37.5943389,127.1297205
구리시청 별관,"경기도 구리시 아차산로 439, 별관 1층",N,(평일)09:00~18:00,1,1,37.5943389,127.1297205
인창문화센터,경기도 구리시 동구릉로53번길 34,N,(평일)09:00~23:00,1,1,37.6065312,127.1330987
장자호수생태체험관(1층),경기도 구리시장자호수길 76번길42,Y,24시간,1,1,37.5809277,127.1407167
토평정수장 화장실,경기도 구리시 벌말로 40,Y,24시간,1,0,37.5810653,127.1479837
시립인창도서관,경기도 구리시 건원대로34번길 90,N,08:00~23:00,5,0,37.6050909,127.1457604
구리시여성행복센터,경기도 구리시 아차산로 453,Y,09:00~18:00,6,10,37.5953516,127.1296581
구리문화재단,경기도 구리시 아차산로453,N,12시간,4,4,37.5953516,127.1296581
구리전통시장 공영주차장,경기도 구리시 검배로6번길 31,Y,17시간,1,1,37.5995331,127.1399093
토평도서관,경기도 구리시 장자대로 140,N,08:00~23:00,2,2,37.5863256,127.1455723
구리시종합사회복지관,경기도 구리시 벌말로129번길 50,N,09-18시,2,3,37.5893175,127.1465274
구리시보건소,경기도 구리시 건원대로 34번길 84,N,09:00~18:00,1,1,37.6048333,127.1451154
구리시청소년수련관,경기도 구리시 건원대로34번길 32-10,N,09:00~18:00,2,2,37.6037984,127.1418065
멀티스포츠센터,경기도 구리시 체육관로 137-25,Y,(평일)06:00~24:00+(주말)09:00~24:00,4,4,37.5969386,127.1366576
구리왕숙체육공원(실내),경기도 경기도 구리시 왕숙천로 701,N,24시간,1,1,37.6355326,127.148016
구리시체육관,경기도 구리시 체육관로 131,N,09:00~18:00,2,2,37.5956671,127.1364615
관악산입구,경기도 과천시 관악산길 160,Y,00:00~24:00,1,0,37.433654,126.98877
중앙공원,경기도 과천시 도서관길 36,Y,00:00~24:00,2,2,37.4329041,126.9969546
야생화단지,경기도 과천시 밤나무길 100,Y,07:30~20:30,2,1,37.4214142,126.9710726
과천시가족센터,경기도 과천시 관악산길 58,Y,09:00~18:00,1,1,37.4361791,126.9923689
가족여성플라자,경기도 과천시 별양로 182,Y,09:00~18:00,1,2,37.4339853,126.9978306
6단지 자이상가(2동3동),경기도 과천시 별양로 142,Y,00:00~24:00,4,4,37.4282688,126.9986668
KT과천스마트타워,경기도 과천시 새술막길 39,Y,00:00~24:00,1,1,37.4293691,126.9917942
가보자빌딩,경기도 과천시 중앙로 137,Y,00:00~24:00,1,1,37.4288104,126.9917081
골든타워,경기도 과천시 별양상가1로 30,Y,00:00~24:00,1,1,37.4282931,126.9933272
과천엘피지충전소,경기도 과천시 중앙로 526,Y,06:00~24:00,0,1,37.4556438,127.0102746
과천위버필드상가(1동2동3동),경기도 과천시 별양로 39,Y,00:00~24:00,5,5,37.4229913,126.9905305
소요산 화장실(주자장 입구),경기도 동두천시 평화로2910번길 65,Y,연중무휴,1,1,37.9463148,127.0652328
종합운동장 화장실(보조구장),경기도 동두천시 어등로 45,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9002867,127.0697619
종합운동장 화장실(주경기장_북측1F),경기도 동두천시 어등로 45,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9002867,127.0697619
종합운동장 화장실(주경기장_약수),경기도 동두천시 어등로 45,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9002867,127.0697619
중앙동행정복지센터 화장실(1F),경기도 동두천시 생연로 172,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1,37.9077246,127.053207
중앙동행정복지센터 화장실(2F),경기도 동두천시 생연로 172,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1,37.9077246,127.053207
중앙파출소 화장실,경기도 동두천시 중앙로 393,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9132657,127.0607551
청소년수련관 화장실(3F),경기도 동두천시 지행로 95,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.8930379,127.0578513
불현동 행정복지센터 화장실(3F),경기도 동두천시 행선로 123,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1,37.8983936,127.0625517
붕손빌딩(로젠요양병원) 화장실,경기도 동두천시 삼육사로 1012,N,연중무휴,1,1,37.899301,127.0628982
상패동 행정복지센터 화장실(1F),경기도 동두천시 어수로 8,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0,37.9053371,127.0444291
생연1동 행정복지센터 화장실(1F),경기도 동두천시 장고갯로 140,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0,37.9072366,127.0659419
생연2동 행정복지센터(1층),경기도 동두천시 생연로 95,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1,37.9011883,127.0499643
성결교회 화장실(1F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,0,1,37.903093,127.0467535
성결교회 화장실(2F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,0,37.903093,127.0467535
성결교회 화장실(3F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.903093,127.0467535
성결교회 화장실(4F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,0,37.903093,127.0467535
소요119안전센터 화장실,경기도 동두천시 평화로2910번길 65,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,0,1,37.9463148,127.0652328
소요산 화장실(관리사무소),경기도 동두천시 평화로2910번길 140,N,연중무휴,1,1,37.944499,127.0820074
소요산 화장실(다목적광장),경기도 동두천시 평화로2910번길 140,Y,연중무휴,1,1,37.944499,127.0820074
소요산 화장실(일주문),경기도 동두천시 평화로2910번길 140,Y,연중무휴,1,1,37.944499,127.0820074
소요산 화장실(중앙),경기도 동두천시 평화로2910번길 140,Y,연중무휴,1,1,37.944499,127.0820074
소요산축산물브랜드육타운 화장실 1F,경기도 동두천시 평화로2910번길 30,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9453625,127.0647674
소요산축산물브랜드육타운 화장실 2F,경기도 동두천시 평화로2910번길 30,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9453625,127.0647674
소요생활체육공원(축구장),경기도 동두천시 봉동로 27,N,연중무휴,1,1,37.9451276,127.056648
송내파출소 화장실,경기도 동두천시 중앙로 157,N,(평일)08:00~18:00+(주말)08:00~18:00+(공휴일)08:00~18:00,1,0,37.8956299,127.0520779
국사편찬위원회,경기도 과천시 교육원로 86,N,09:00~18:00,1,3,37.4241614,126.9797124
과천소방서,경기도 과천시 통영로 12,N,09:00~18:00,0,1,37.4285534,126.9904633
수자원공사수도권통합운영센터,경기도 과천시 교육원로 11,Y,'(평일) 09:00~18:00+(주말)미개방,1,1,37.4229669,126.988186
국립과천과학관,경기도 과천시 상하벌로 110,Y,09:00~18:00,18,15,37.438974,127.0057666
정부과천종합청사 고객안내센터,경기도 과천시 관문로 47,N,09:00~18:00,1,1,37.4269905,126.9840938
영스포렉스빌딩 화장실(1F),경기도 동두천시 중앙로 125,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.8927968,127.0516931
35호어린이공원 화장실,경기도 동두천치 평화로2229번길 36,Y,00:00~00:00,1,1,37.8855307,127.0555877
동두천중앙역 공중화장실,경기도 동두천시 생연동 683-49,N,연중무휴,1,1,37.9014435,127.0559561
광암동 화장실,경기도 동두천시 광암로17번길 2,N,연중무휴,1,1,37.8954277,127.0838044
KT동두천지점 화장실,경기도 동두천시 중앙로 260,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9047085,127.0541487
국립현대미술관,경기도 과천시 광명로 313,N,00:00~24:00,5,4,37.4310266,127.0205419
정부과천청사역,경기도 과천시 중앙로 100,Y,04:30-01:00,1,1,37.427488,126.9914218
과천역,경기도 과천시 별양로 177,Y,05:00-24:00,1,1,37.4329041,126.9969546
대공원역,경기도 과천시 대공원대로 지하 50,Y,00:00~24:00,1,1,37.43606550000001,127.0040452
경마공원역,경기도 과천시 경마공원대로 105,Y,05:00-24:00,1,1,37.4437529,127.007632
선바위역,경기도 과천시 중앙로 지하 440,Y,04:00~24:00,1,1,37.4393081,126.9970264
중앙선거관리위원회,경기도 과천시 홍촌말로 44,Y,09:00~18:00,1,1,37.425584,126.9797976
경기과천교육도서관,경기도 과천시 도서관길 36,N,09:00~18:00,0,1,37.4329041,126.9969546
서울랜드,경기도 과천시 광명로 181,N,10:00~20:30(운영상황에 따라 변동),4,4,37.4372231,127.0246975
서울대공원,경기도 과천시 대공원광장로 102,Y,09:00~18:00,11,11,37.4359624,127.0142283
과천경찰서,경기도 과천시 통영로 20,Y,00:00~24:00,1,1,37.4292065,126.9898929
과천시민회관,경기도 과천시 통영로 5,N,(평일)04:30-00:30+(토일)04:30-00:00,0,2,37.4279849,126.9896791
관문실내체육관,경기도 과천시 중앙로 294,Y,06:00～23:00,1,1,37.4410049,126.9968132
관문체육공원,경기도 과천시 중앙로 294,Y,06:00～23:00,0,2,37.4410049,126.9968132
청소년수련관,경기도 과천시 참마을로 9,Y,06:00～22:00,2,2,37.4266602,127.0010854
과천동행정복지센터,경기도 과천시 과천대로 608-17,Y,09:00~18:00,1,1,37.4483872,126.995408
과천동회관,경기도 과천시 과천대로 608-7,Y,09:00~18:00,1,1,37.4480527,126.9951907
원문동행정복지센터,경기도 과천시 중앙로 28,Y,09:00~18:00,2,1,37.4193361,126.9891125
원문동문화교육센터,경기도 과천시 중앙로 28-1,Y,09:00~18:00,1,0,37.4192397,126.9893342
과천시청,경기도 과천시 관문로 69,Y,09:00~18:00,1,1,37.4293586,126.9874906
과천시보건소,경기도 과천시 관문로 69,Y,09:00~18:00,0,1,37.4293586,126.9874906
부림동회관,경기도 과천시 별양로 174,Y,09:00~18:00,0,1,37.4334538,126.9984783
별양동주민센터,경기도 과천시 별양로 60,Y,(평일)09:00~18:00,1,1,37.424242,126.9937602
문원동주민센터,경기도 과천시 아랫배랭이로 35,Y,(평일)09:00~18:00,1,1,37.4263969,127.0018631
동두천경찰서 화장실,경기도 동두천시 상패로 89,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1,37.9104192,127.0460437
