화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female
궁평항 입구 공중화장실,"경기도 화성시 서신면 궁평항로 1069-9 (궁평리, 궁평리어촌체험 안내소)",N,24시간,1,1
서신면사무소,"경기도 화성시 서신면 궁평항로 1702 (매화리, 서신면사무소)",N,24시간,1,1
백미항 주민공동이용시설,경기도 화성시 서신면 백미리 329-1,N,24시간,1,1
국화항 공중화장실,경기도 화성시 우정읍 국화길 2 (국화리),N,11시간,1,1
농가레스토랑 외부,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,11시간,1,1
국화도 관광객,경기도 화성시 우정읍 국화리 1-2,N,14시간,1,1
정남도서관 1층,경기도 화성시 정남면 만년로 527 (발산리),N,14시간,1,1
시샘달공원,경기도 화성시 향남읍 상신리 1301-11,N,24시간,1,1
발안천 공중화장실,경기도 화성시 향남읍 장짐리 401-46,N,24시간,0,1
발안천,경기도 화성시 향남읍 장짐리 401-46,N,24시간,0,1
화성상공회의소,경기도 화성시 향남읍 토성로 14 (행정리),N,24시간,1,1
오음공원,경기도 화성시 향남읍 하길리 1210,N,24시간,1,1
하길 근린공원,경기도 화성시 향남읍 하길리 1409-1,N,24시간,1,1
하길문화공원,경기도 화성시 향남읍 하길리 245-29,N,24시간,1,1
도원체육공원,경기도 화성시 향남읍 행정동로 96,N,24시간,1,1
벌말 어린이공원,경기도 화성시 향남읍 행정리 423,N,24시간,1,1
향남2호 근린공원,경기도 화성시 향남읍 행정중앙1로 19,N,24시간,1,1
우성메디피아,"경기도 화성시 향남읍 향남로 392 (행정리, 우성메디피아)",N,24시간,1,1
화성종합경기타운(옥외),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,24시간,1,1
화산동주민센터,"경기도 화성시 화산중앙로 16 (안녕동, 화산동주민센터)",N,24시간,1,1
전곡항 수산물센터 2층,경기도 화성시 서신면 전곡항로 37,N,24시간,1,1
전곡항 수산물센터 1층,경기도 화성시 서신면 전곡항로 37,N,24시간,1,1
전곡항 클럽하우스 1층,"경기도 화성시 서신면 전곡항로 5 (전곡리, 전곡마리나클럽하우스)",N,24시간,1,0
전곡2호 어린이공원,경기도 화성시 서신면 전곡항로50번길 16-6,N,24시간,1,1
제부도 텐트촌(저녁놀),경기도 화성시 서신면 제부리 290-34,N,24시간,1,0
청경초소 화장실,경기도 화성시 서신면 제부말길 4,N,24시간,1,1
4호 공영주차장 화장실 2,경기도 화성시 서신면 해안길 190-109,N,24시간,1,1
4호 공영주차장 화장실 1,경기도 화성시 서신면 해안길 190-109,N,24시간,1,1
매바위 화장실,경기도 화성시 서신면 해안길 210,N,24시간,1,1
해상구조센터 화장실,경기도 화성시 서신면 해안길 253,N,24시간,1,1
화성노인요양원,경기도 화성시 정남면 서봉로851번길 130 (문학리),N,11시간,1,1
성녀루이제의집,"경기도 화성시 정남면 서봉로921번길 45 (문학리, 성녀루이제의집)",N,11시간,1,1
유앤아이센터 4층,경기도 화성시 태안로 145 유앤아이센터 청소년수련관,N,14시간,1,1
유앤아이센터 2층,경기도 화성시 태안로 145 유앤아이센터 청소년수련관,N,14시간,1,1
화성시평생학습관,경기도 화성시 10용사로 343-14 (능동),N,14시간,6,6
발안천 산책로,경기도 화성시 향남읍 제암리 478-1,N,15시간,1,1
남양도서관 4층,경기도 화성시 남양읍 역골중앙로 143 (남양리),N,16시간,1,1
남양도서관 3층,경기도 화성시 남양읍 역골중앙로 143 (남양리),N,16시간,1,1
남양도서관 2층,경기도 화성시 남양읍 역골중앙로 143 (남양리),N,16시간,1,1
남양도서관 1층,경기도 화성시 남양읍 역골중앙로 143 (남양리),N,16시간,1,1
병점도서관 2층,"경기도 화성시 병점3로 132-6 (병점동, 시립병점도서관)",N,16시간,1,1
진안도서관 4층,경기도 화성시 병점중앙로 229 (진안동),N,16시간,1,1
진안도서관 3층,경기도 화성시 병점중앙로 229 (진안동),N,16시간,1,1
진안도서관 2층,경기도 화성시 병점중앙로 229 (진안동),N,16시간,1,1
진안도서관 1층,경기도 화성시 병점중앙로 229 (진안동),N,16시간,1,1
화성남부국민체육센터 지하1층,경기도 화성시 우정읍 쌍봉로 109-10 (조암리),N,16시간,0,1
화성남부국민체육센터 2층,경기도 화성시 우정읍 쌍봉로 109-10 (조암리),N,16시간,1,0
화성남부국민체육센터 1층,경기도 화성시 우정읍 쌍봉로 109-10 (조암리),N,16시간,0,1
태안도서관4층,"경기도 화성시 화산중앙로 19 (안녕동, 태안도서관)",N,16시간,1,1
삼성주유소,"경기도 화성시 효행로 1279 (반월동, SK반월주유소)",N,24시간,1,1
아트파크 화장실,경기도 화성시 서신면 해안길 322,N,24시간,1,1
타이타닉 화장실,경기도 화성시 서신면 해안길 350,N,24시간,1,1
제부항 수산물센터 2층,경기도 화성시 서신면 해안길 421-12,N,24시간,1,1
제부항 수산물센터 1층,경기도 화성시 서신면 해안길 421-12,N,24시간,1,1
공룡포도쉼터화장실,경기도 화성시 송산면 공룡로 523,N,24시간,0,1
농협정건설빌딩,"경기도 화성시 향남읍 발안로 101 (행정리, 정 메디 프라자)",N,11시간,1,1
태성프라자,"경기도 화성시 향남읍 발안로 107 (행정리, 태성프라자)",N,11시간,1,1
송산포도휴게소(하행),"경기도 화성시 송산면 평택시흥고속도로 25 (고정리, 송산포도휴게소)",N,24시간,1,1
송산포도휴게소(상행),"경기도 화성시 송산면 평택시흥고속도로 25 (고정리, 송산포도휴게소)",N,24시간,1,1
송산장례문화원,경기도 화성시 송산면 화성로 284 (육일리),N,24시간,1,1
송린이음터 5층,경기도 화성시 수노을2로 150,N,24시간,1,1
송린이음터 4층,경기도 화성시 수노을2로 150,N,24시간,1,1
송린이음터 3층,경기도 화성시 수노을2로 150,N,24시간,1,1
송린이음터 2층,경기도 화성시 수노을2로 150,N,24시간,1,1
송린이음터 1층,경기도 화성시 수노을2로 150,N,24시간,1,1
새솔동행정복지센터 1층,"경기도 화성시 수노을중앙로 178 (새솔동, 새솔동 행정복지센터)",N,24시간,1,1
융건릉공영주차장,경기도 화성시 효행로481번길 36,N,24시간,1,1
화성시미디어센터,"경기도 화성시 노작로 158 (반송동, 화성동탄 신도시 홍보관)",N,8시간,1,1
반석산에코스쿨,"경기도 화성시 노작로 158 (반송동, 화성동탄 신도시 홍보관)",N,8시간,1,1
비봉습지공원,경기도 화성시 비봉면 남이로 413,N,8시간,1,1
병점1동행정복지센터3층,경기도 화성시 경기대로1010번길 11(병점동),N,9시간,1,1
병점1동행정복지센터2층,경기도 화성시 경기대로1010번길 11(병점동),N,9시간,1,1
병점1동행정복지센터1층,경기도 화성시 경기대로1010번길 11(병점동),N,9시간,1,1
동탄보건소 3층,경기도 화성시 노작로226-9,N,9시간,1,1
동탄보건소 2층,경기도 화성시 노작로226-9,N,9시간,1,1
동탄보건소 1층,경기도 화성시 노작로226-9,N,9시간,1,1
화성시동탄아르딤복지관,경기도 화성시 동탄대로10길 17-12,N,9시간,7,12
화성 함백산추모공원(봉안당),경기도 화성시 매송면 서해로 2448-32,N,9시간,2,2
병점제일타운,"경기도 화성시 경기대로 1025-5 (병점동, 병점제일타운)",N,11시간,1,1
비전1동 주민센터,경기도평택시 비전2로 330,Y,09:00∼18:00,1,1
비전1동 주민센터,경기도평택시 비전2로 330,Y,09:00∼18:00,1,1
비전빌딩,경기도평택시 평택1로 48,N,09:00∼18:00,1,1
서경주유소,경기도평택시 팽성읍 사거리길 7,Y,00:00~00:00,1,1
상서재2호수변(여),경기도평택시동삭동 870,Y,00:00~00:00,0,1
상서재근린(남),경기도평택시동삭동 853,Y,00:00~00:00,0,1
상서재근린(여),경기도평택시동삭동 853,Y,00:00~00:00,0,1
상서재마당근린(남),경기도평택시동삭동 843-1,Y,00:00~00:00,0,1
상서재마당근린(여),경기도평택시동삭동 843-1,Y,00:00~00:00,0,1
상서재서초근린(남),경기도평택시동삭동 858,Y,00:00~00:00,0,1
상서재서초근린(여),경기도평택시동삭동 858,Y,00:00~00:00,0,1
서탄주유소,경기도평택시 서탄면 서탄로 174,Y,00:00~00:00,0,1
새한 어린이공원,경기도평택시 비전동 885-1,Y,00:00~00:00,1,1
소사벌 주유소,경기도 평택시 소사5길114,Y,00:00~00:00,1,1
현화근린공원,경기도평택시 안중읍 안현로서8길 48,Y,00:00~00:00,1,1
농업생태원 1번 화장실,경기도 평택시 오성면 청오로 33-34,Y,00:00~00:00,1,1
마안산 등산로 화장실,경기도 평택시 현덕면 신왕리 412-3,N,09:30~18:00,1,1
농업생태원 2번 화장실,경기도 평택시 오성면 청오로 33-34,N,09:30~18:00,0,36
농업생태원 방문자센터 내부,경기도 평택시 오성면 청오로 33-34,N,09:30~18:00,1,1
농업생태원 방문자센터 외부,경기도 평택시 오성면 청오로 33-34,N,09:30~18:00,1,1
농업생태원 관리창고동,경기도 평택시 오성면 청오로 33-34,N,09:30~18:00,1,1
국제대교 화장실,경기도 평택시 현덕면 광덕계양로 619,N,09:30~18:00,1,1
노랑등대 화장실,경기도 평택시 안중읍 삼정길 134-345,Y,00:00~00:00,1,1
노양리 화장실,경기도 평택시 팽성읍 노양리 193-2,Y,00:00~00:00,1,1
당거리 화장실,경기도 평택시 오성면 강변로 486,Y,00:00~00:00,1,1
덕목쉼터 화장실,경기도 평택시 현덕면 덕목리 1294-15,Y,00:00~00:00,1,1
대성산업(주)평택주유소,경기도 평택시 경기대로 1232 (이충동),Y,00:00~00:00,1,1
동삭근린공원(여),경기도평택시 동삭1로22번길 14,Y,00:00~00:00,0,1
동양산업㈜직영해안주유소,경기도평택시 포승읍 서동대로 376,Y,00:00~00:00,0,1
이충문화체육센터 지상 2층(서쪽),경기도 평택시 장안웃길 155,N,09:00~18:00,1,1
이충레포츠공원 관리동 화장실,경기도 평택시 장안웃길 149,N,09:00~18:00,1,1
이충레포츠공원 제1축구장 옆 화장실,경기도 평택시 장안웃길 149,N,09:00~18:00,1,1
금암체육공원 화장실,경기도 평택시 서탄로 326-41,N,00:00~00:00,1,1
진위야구장 화장실,경기도 평택시 진위면 신리 189-1,N,00:00~00:00,1,1
팽성청소년문화의집,경기도 평택시 팽성읍 안정순환로 186번길 8,N,09:00~18:00,1,1
평택시어린이교통공원,경기도 평택시 안중읍 현화6길48,Y,09:00~18:00,1,1
평택세무서,경기도 평택시 죽백6로 6,N,09:00~18:00,1,1
평택휴게소(1층),경기도 평택제천고속도로6 (1층),N,09:00~18:00,1,1
평택휴게소(2층),경기도 평택제천고속도로6 (2층),N,00:00~00:00,1,2
트위프라자2,경기도평택시 평남로 717,N,00:00~00:00,1,1
언덕 화장실(제1주차장근처),경기도 평택시 진위서로 264-33,N,09:00∼18:00,0,2
GS평택항주유소,경기도평택시 포승읍 포승향남로 228,N,00:00~00:00,1,1
IBK기업은행 비전지점,경기도평택시 경기대로 271,N,00:00~00:00,1,1
생기자리근린공원,경기도평택시 용이동 656,Y,00:00~00:00,1,1
서평택IC셀프주유소,경기도평택시 포승읍 불당길 130,Y,00:00~00:00,1,1
서정동 주민센터,경기도평택시 탄현로 170,N,09:00∼18:00,1,1
서정동 주민센터,경기도평택시 탄현로 170,N,09:00∼18:00,1,1
서정리 야외쉼터 화장실,경기도평택시 서정역로47번길 14-9,Y,09:00∼18:00,1,1
서정시장공용주차장,경기도평택시 서정역로 37,Y,00:00~00:00,1,1
서탄면주민센터,경기도평택시 서탄면 금암2길 122,N,00:00~00:00,1,1
세교주유소,경기도평택시 동삭로 224,N,00:00~00:00,1,1
점촌어린이공원(여자),경기도 평택시 점촌로 7,Y,00:00~00:00,1,0
모곡주유소,경기도평택시 경기대로 927,Y,00:00~00:00,1,1
믿음주유소,경기도평택시 고덕면 청원로 673(동청리),Y,00:00~00:00,1,1
미라클상가,경기도평택시 평택로 23,Y,00:00~00:00,1,1
배다리도서관,경기도평택시 죽백로 22,N,09:00∼18:00,1,1
배다리도서관,경기도평택시 죽백로 21,N,09:00∼18:00,1,1
배다리도서관,경기도평택시 죽백로 20,N,09:00∼18:00,1,1
배다리생태공원 영상정보사업소,경기도 평택시 죽백6로 20,Y,00:00~00:00,1,1
배다리생태공원 주차장,경기도 평택시 죽백6로 20,Y,00:00~00:00,1,1
비원주유소,경기도평택시 현덕면 안현로 238,Y,00:00~00:00,1,1
봉골근린공원(여),경기도평택시 고덕면 삼성1로 190,Y,00:00~00:00,2,0
부락산 근린공원 야외무대 화장실(남),경기도평택시이충동 279-1,Y,00:00~00:00,0,1
평택소방서,경기도평택시 중앙로 273,N,00:00~00:00,1,1
평택시립도서관,경기도평택시 비전로 27,N,09:00∼22:00,1,1
평택시립도서관,경기도평택시 비전로 27,N,09:00∼22:00,1,1
평택시의회 화장실 1층,"경기도 평택시 경기대로 1366, 평택시청 송탄출장소 (서정동)",N,00:00~00:00,1,1
송탄농협 중앙지점,경기도평택시 송탄로 421,N,00:00~00:00,1,1
송탄동주민센터,경기도평택시 방여울로 117,N,09:00∼18:00,1,1
송탄보건소,경기도평택시 서정로 295,N,09:00∼18:00,1,1
스마트주유소,경기도평택시 경기대로 1245,N,00:00~00:00,1,1
평택우체국,경기도평택시 중앙로 63,N,00:00~00:00,1,1
합명회사세방,경기도평택시 평택로163번길 7,N,09:00~18:00,1,0
혼치휴게소,경기도평택시 장안동 산11-2,N,00:00~00:00,1,0
공공자전거대여소 1호점,경기도 평택시 동삭로 174,N,00:00~00:00,0,5
비전타워,경기도 평택시 평택5로 94,Y,00:00~00:00,0,1
가야주유소,경기도평택시 진위면 경기대로 1905,Y,00:00~00:00,1,1
경기도평택교육지원청,경기도평택시 평택1로 80,N,00:00~00:00,1,1
경기도평택교육지원청,경기도평택시 평택1로 80,N,00:00~00:00,1,1
경원주유소,경기도평택시 경기대로 1602,N,00:00~00:00,1,1
고덕 수변공원 12호(여),경기도 평택시 고덕국제2로 50,Y,00:00~00:00,2,0
고덕119센타,경기도평택시 고덕면 고덕로 335(좌교리),Y,00:00~00:00,0,2
고덕산업단지근린2,경기도평택시 여염리346-1,N,00:00~00:00,1,1
고덕파출소,"경기도평택시 고덕면 고덕로 297(좌교리, 고덕파출소)",Y,00:00~00:00,1,1
세교도서관,경기도평택시 은실고가길 180,Y,09:00∼22:00,1,1
소사벌레포츠타운,경기도평택시 평남로 616,N,00:00~00:00,1,1
소사벌레포츠타운,경기도평택시 평남로 178-70,N,00:00~00:00,1,1
소풍정원,경기도평택시 고덕면 궁리424-27,N,00:00~00:00,1,1
송무정,경기도평택시 서정북로 125번길 69,Y,00:00~00:00,1,1
송북동 주민센터,경기도평택시 지산2로 113,N,09:00∼18:00,1,1
송북시장 공중화장실,경기도평택시 탄현로346번길 24,N,09:00∼18:00,1,1
평택대교 쉼터 화장실,경기도 평택시 팽성읍 도두리 296-6,Y,00:00~00:00,1,1
이충문화체육센터 지하 1층 매표소 앞,경기도 평택시 장안웃길 149,Y,00:00~00:00,1,1
평택우체국,경기도평택시 중앙로 63,N,09:00∼18:00,1,1
평택우체국,경기도평택시 중앙로 63,N,09:00∼18:00,1,1
평택우체국,경기도평택시 중앙로 63,N,09:00∼18:00,1,1
합정주유소,경기도평택시 평택4로 28,N,09:00∼18:00,1,1
평택축협 동삭지점,경기도평택시 동삭로 368,N,00:00~00:00,1,1
평택축협 지산지점,경기도평택시 지산로 52,N,00:00~00:00,1,1
평택항이엔에스,경기도평택시 포승읍 포승향남로 228,N,00:00~00:00,1,1
행복이가득한주유소,경기도평택시 현덕면 서해로 399,N,00:00~00:00,1,1
평택호쉼터,경기도평택시 현덕면 평택호길 13,Y,00:00~00:00,1,1
평택호요트장,경기도평택시 현덕면 서해로 157,N,00:00~00:00,1,1
평택호자동차극장,경기도평택시 현덕면 평택호길 159,N,00:00~00:00,1,1
행운셀프주유소,경기도평택시 송탄로 301,Y,00:00~00:00,1,1
구의회 화장실,경기도평택시 경기대로 245,Y,00:00~00:00,1,1
국민은행 평택중앙지점,경기도평택시 평택로 90,N,00:00~00:00,1,1
현대오일뱅크㈜송탄현대주유소,경기도평택시 청원로 1626,N,09:00∼18:00,1,1
하나은행 평택지점,경기도평택시 평택1로 5,N,00:00~00:00,1,1
하북3리마을쉼터,경기도평택시 진위면 하북리 350-11,Y,00:00~00:00,1,1
함정리 마을쉼터,경기도평택시 팽성읍 함정리 155-11,Y,00:00~00:00,1,1
내리문화공원(주차장),경기도평택시 팽성읍 내리 산3-3,Y,00:00~00:00,1,1
내트럭㈜평택사업소,경기도평택시 포승읍 하만호길 229,Y,00:00~00:00,1,1
농업기술센터,경기도평택시 오성면 청오로 33-58,Y,00:00~00:00,1,1
농업기술센터,경기도평택시 오셩면 청오로 33-58,N,09:00∼18:00,1,1
농업기술센터,경기도평택시 오성면 청오로 33-58,N,09:00∼18:00,1,1
농업기술센터,경기도평택시 오성면 청오로 33-58,N,09:00∼18:00,1,1
농업기술센터,경기도평택시 오성면 청오로 33-58,N,09:00∼18:00,1,1
농협은행 안중지점,경기도평택시 안중읍 안현로서5길 49,Y,00:00~00:00,1,1
농협중앙회 송탄지점,경기도평택시 쇼핑로 25,N,00:00~00:00,1,1
농협중앙회 평택기업금융지점,경기도평택시 경기대로 1194 장당프라자 1층,Y,00:00~00:00,1,1
부락산 분수공원,경기도평택시 이충동279-2,Y,00:00~00:00,0,2
신흥문화공원,경기도평택시 용이동 752,Y,00:00~00:00,1,1
씨유 서동대로점 화장실,경기도평택시 포승읍 서동대로 543,Y,00:00~00:00,1,1
아산공원주유소,경기도평택시 현덕면 서해로 318,N,00:00~00:00,1,1
안송근린공원,경기도평택시 안중읍 안중리 499,N,00:00~00:00,1,1
안정근린공원(남)-테니스장,경기도평택시안정순환로267번길 42,Y,00:00~00:00,1,1
안정근린공원(남),경기도평택시안정순환로267번길 42,Y,00:00~00:00,0,1
안정근린공원(여)-테니스장,경기도평택시안정순환로267번길 42,Y,00:00~00:00,1,1
안정근린공원(여),경기도평택시안정순환로267번길 42,Y,00:00~00:00,0,1
안정리 쇼핑몰주차장,경기도평택시 팽성읍 안정쇼핑로 8-20,Y,00:00~00:00,0,1
안정시장,경기도평택시 팽성읍 안정로39번길 21,Y,00:00~00:00,1,1
안중119안전센타,경기도평택시 안중읍 안현로서7길 28,N,00:00~00:00,1,1
안중근린공원,경기도평택시 안중읍 현화중앙길 75,N,00:00~00:00,1,1
안중농협 오성지점,경기도평택시 오성면 숙성시장길 28,N,00:00~00:00,1,1
안중농협 중앙지점,경기도평택시 안중읍 안중로 116,N,00:00~00:00,1,1
지산초록도서관,경기도평택시 지산로 48,N,09:00∼22:00,1,1
지산초록도서관,경기도평택시 지산로 48,N,09:00∼22:00,1,1
지제역 맞이방 고객화장실,경기도평택시 경기대로 777,N,09:00∼22:00,1,1
청북IC주유소,경기도평택시 청북읍 청원로 49,N,00:00~00:00,1,1
청북주유소,경기도평택시 청북읍 서해로 1562,N,00:00~00:00,1,1
청북119안전센타,경기도평택시 청북읍 현곡산단로 16,N,00:00~00:00,1,1
안중새마을금고,경기도평택시 안중읍 안현로서2길 34,Y,00:00~00:00,0,2
안중시장공영주차장,경기도평택시 안중읍 안현로서3길 32,Y,00:00~00:00,1,1
안중읍 주민센터,경기도평택시 안중읍 안현로 400,N,09:00∼18:00,1,1
안중읍 주민센터,경기도평택시 안중읍 안현로 400,N,09:00∼18:00,1,1
안중제일신협 안중지점,경기도평택시 안중읍 안현로 381,N,09:00∼18:00,1,1
청북읍 행정복지센터,경기도평택시 청북읍 청원로 2,N,09:00∼18:00,1,1
청북읍 행정복지센터,경기도평택시 청북읍 청원로 2,N,09:00∼18:00,1,1
텍사스주유소,경기도평택시 탄현로 192,Y,09:00∼18:00,1,1
어촌계화장실,경기도평택시 현덕면 서동대로 65,N,00:00~00:00,1,1
에이제이토탈㈜직영이화주유소,경기도평택시 서동대로 3672,N,00:00~00:00,1,1
영차주유소,경기도평택시 오성면 청오로 253,N,00:00~00:00,1,1
여성회관,경기도평택시 이충로 84-6,N,00:00~00:00,1,1
여성회관,경기도평택시 이충로 84-6,N,00:00~00:00,1,1
여성회관,경기도평택시 이충로 84-6,N,00:00~00:00,1,1
여성회관,경기도평택시 이충로 84-6,N,00:00~00:00,1,1
여술근린공원,경기도평택시 포승읍 도곡리 1108,N,00:00~00:00,1,1
여염근린공원(남),경기도평택시고덕면 여염리 1650,Y,00:00~00:00,1,1
여염근린공원(여),경기도평택시고덕면 여염리 1650,Y,00:00~00:00,2,0
통복동주민센터,경기도평택시 통복시장로48번길 41,Y,00:00~00:00,1,1
통복시장 고객센터,경기도평택시 통복로 51,Y,09:00∼18:00,1,1
통복시장공중화장실,경기도 평택시 통복시장로21번길 13(통복동 95-109),Y,00:00~00:00,1,1
평택현대주유소,경기도평택시 경기대로 1577,N,00:00~00:00,1,1
동말근린공원,경기도 평택시 고덕동 2388,N,00:00~00:00,0,2
풀내음근린공원(여),경기도 평택시 소사동 81-1,N,00:00~00:00,0,1
풀내음근린공원(남),경기도 평택시 소사동 81-1,N,00:00~00:00,0,2
솔숲근린공원(여),경기도 평택시 소사동 산13-1,N,00:00~00:00,0,1
솔숲근린공원(남),경기도 평택시 소사동 산13-1,N,00:00~00:00,0,2
원평근린공원(여),경기도 평택시 통복동 170,N,00:00~00:00,0,1
관리동 화장실,경기도 평택시 진위면 진위서로 264-15,N,09:00∼18:00,0,2
물놀이장 화장실,경기도 평택시 진위면 마산리 961,N,09:00∼18:00,0,1
신캠핑장(제2캠핑장)화장실,경기도 평택시 진위면 견산리 152-2,N,09:00∼18:00,0,2
구캠핑장(제1캠핑장) 화장실,경기도 평택시 진위면 견산리 150-1,N,09:00∼18:00,0,2
오성아이씨주유소,경기도평택시 오서연 서동대로 2296,Y,00:00~00:00,0,1
오성면사무소,경기도평택시 오성면 숙성시장길 23,N,09:00∼18:00,1,1
용마주유소,경기도평택시 지산로 291,N,09:00∼18:00,1,1
윤일에너지 항만주유소,경기도평택시 포승읍 서동대로 524,Y,00:00~00:00,1,1
이화주유소,경기도평택시 서동대로 3672,Y,00:00~00:00,1,1
우리은행 안중지점,경기도평택시 안중읍 안현로서6길 38,N,00:00~00:00,1,1
월프라자,경기도평택시 이충로 49-29,N,09:00∼18:00,1,1
팽성도서관,경기도평택시 팽성읍 안정로95번길 15-25,N,00:00~00:00,1,1
팽성서부체육공원,경기도평택시 팽성읍 본정2길 17-5,N,00:00~00:00,1,1
팽성읍사무소,경기도평택시 팽성읍 동서촌로 89,N,09:00∼18:00,1,1
팽성읍사무소,경기도평택시 팽성읍 동서촌로 89,N,09:00∼18:00,1,1
포승공단주유소,경기도평택시 포승읍 포승공단로 241,Y,09:00∼18:00,1,1
포승주유소,경기도평택시 포승읍 서동대로 1179,N,00:00~00:00,1,1
평택공단 근린공원(남),경기도평택시 세교산단로 21-19,N,00:00~00:00,1,1
평택농협 동부지점,경기도평택시 중앙로 179,N,00:00~00:00,1,1
평택농협 용이지점,경기도평택시 현신로 110,N,00:00~00:00,1,1
포승현대주유소(직영)(구)내항주유소,경기도평택시 포승읍 서동대로 713,Y,00:00~00:00,1,1
송탄출장소 1층,"경기도 평택시 경기대로 1366, 평택시청 송탄출장소 (서정동)",N,09:00∼18:00,1,1
숙성리 체육공원,경기도평택시 오성면 숙성시장길 54-7,Y,00:00~00:00,1,1
안중농협 송담주유소,경기도평택시 현덕면 송담1로 10,Y,00:00~00:00,0,2
송탄출장소,경기도평택시 경기대로 1366,N,09:00∼18:00,1,1
은실어린이공원(남),경기도평택시세교동 288-1,Y,00:00~00:00,1,1
은실어린이공원(여),경기도평택시세교동 288-1,Y,00:00~00:00,2,0
은행 어린이공원,경기도평택시 평택5로 231,Y,00:00~00:00,0,2
이충문화체육센터,경기도평택시 장안웃길 149,N,00:00~00:00,1,1
이충분수공원 광장,경기도 평택시 서정로 303,Y,00:00~00:00,1,1
잔다리 근린공원(여),경기도 평택시 세교동 621-11,N,00:00~00:00,1,0
이화 근린공원,경기도 평택시 이화로 28,Y,00:00~00:00,0,2
제일주유소,경기도평택시 평택로 120,Y,00:00~00:00,1,1
자란공영주차장,경기도평택시 중앙로 53,Y,00:00~00:00,1,1
장당도서관,경기도평택시 장당길 116,Y,00:00~00:00,0,2
장당도서관,경기도평택시 장당길 116,N,00:00~00:00,1,1
장안하늘채근린공원,경기도 평택시 장안동 621,N,00:00~00:00,1,1
전진빌딩,경기도평택시 오성면 서동대로 2077,Y,00:00~00:00,2,2
신장1동 주민센터,경기도평택시 신장로90번길 63,Y,00:00~00:00,1,1
신장쇼핑몰제1공영주차장,경기도평택시 신장1로 28,Y,00:00~00:00,1,1
신촌 새말근린공원(여),경기도평택시 신촌2로 41,Y,00:00~00:00,3,0
신촌 쇠물뿌리 체육공원(남),경기도평택시신촌2로 42,Y,00:00~00:00,0,3
신촌 쇠물뿌리 체육공원(여),경기도평택시신촌2로 42,Y,00:00~00:00,2,0
신평동주민센터,경기도평택시 평택3로 9,Y,00:00~00:00,0,1
신한은행 해군2함대출장소,경기도평택시 포승읍 2함대길 20,N,00:00~00:00,1,1
진위주유소,경기도평택시 진위면 동부대로 77,Y,00:00~00:00,1,1
광교노인복지관 3층,경기도 수원시 영통구 센트럴타운로 22(이의동),Y,09:00-18:00,1,1
광교공영주차장,경기도 수원시 장안구 광교산로 159 (하광교동),N,06:00~22:00,1,1
광교2동행정복지센터,경기도 수원시 영통구 법조로149번길 155(하동),Y,평일 09:00~18:00,4,4
광교1동행정복지센터,경기도 수원시 영통구 도청로89번길 20(이의동),N,평일 09:00~18:00,4,4
청소년문화,경기도 수원시 팔달구 인계동 351-1,Y,00:00~00:00,1,1
청명역 화장실,경기도 수원시 영통구 봉영로 지하 1670(영통동),N,20시간,1,1
청개구리,경기도 수원시 장안구 상률로 37-26(율전동),Y,00:00~00:00,1,0
천천3,경기도 수원시 장안구 덕영대로 623(정자동),Y,00:00~00:00,1,0
창룡문지구대,경기도 수원시 장안구 경수대로 758(연무동),N,00:00~00:00,1,0
창룡문외성,경기도 수원시 팔달구 경수대로 697(지동),N,00:00~00:00,1,0
창룡도서관,경기도 수원시 팔달구 월드컵로 381번길 36(우만동),Y,07:00~23:00(매주 금요일 휴무),3,3
진달래,경기도 수원시 팔달구 고등동42-140,N,00:00~00:00,1,0
지지대,경기도 수원시 장안구 경수대로1283(파장동),Y,00:00~00:00,1,0
지성,경기도 수원시 영통구 동탄지성로 520,Y,00:00~00:00,1,1
지동행정복지센터,경기도 수원시 팔달구 세지로 339(지동),Y,평일 09:00~18:00,2,2
중앙도서관,경기도 수원시 팔달구 팔달산로 318(교동),Y,"07:00~23:00(첫째, 셋째주 월요일 휴무)",1,1
관리사무소,경기도 수원시 영통구 광교호수공원로 102 (하동),N,00:00~00:00,1,1
곳집말,경기도 수원시 권선구 서수원로 71(평동),Y,00:00~00:00,1,1
곡선동행정복지센터,경기도 수원시 권선구 동수원로146번길 174(곡반정동),N,평일 09:00~18:00,1,1
곡선동우체국,경기도 수원시 권선구 권중로 81(권선동),N,09:00~18:00,0,1
고렴,경기도 수원시 권선구 동수원로146번길(곡반정동),Y,00:00~00:00,1,1
고등동행정복지센터,경기도 수원시 팔달구 고등로 37 (고등동),Y,평일 09:00~18:00,3,3
경기상상캠퍼스,경기도 수원시 권선구 서둔로 166 (서둔동),N,09:00~18:00,1,1
경기도청,경기도 수원시 팔달구 효원로 1 (매산로3가,N,09:00~18:00,2,2
경기도장애인종합복지관,경기도 수원시 권선구 서수원로 130(오목천동),Y,09:00~18:00,4,4
중보들B,경기도 수원시 권선구 산업로155번길 161(고색동),Y,00:00~00:00,2,2
중보들A,경기도 수원시 권선구 산업로155번길 161(고색동),Y,00:00~00:00,2,2
조원2동행정복지센터,경기도 수원시 장안구 송원로 109-5(조원동),N,평일 09:00~18:00,1,1
