화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female
철도박물관,"경기도 의왕시 철도박물관로 142, 철도박물관 (월암동)",Y,근무중,1,1
청계 상청계교,경기도 의왕시 청계로 247 (청계동),Y,24시간,1,1
장호원복숭아축제장화장실,"경기도 이천시 장호원읍 서동대로8759번길 117, 장호원농산물유통센터",N,00:00~00:00,1,1
장호원읍 행정복지센터,경기도 이천시 장호원읍 서동대로 8844-6,N,09:00~18:00,2,0
이천시노동자종합복지관 화장실,경기도 이천시 부발읍 무촌로18번길 60-26,N,08:00~22:00,0,4
관고동 행정복지센터,경기도 이천시 설봉로 65 (관고동),Y,080:30~21:00,1,1
남천공원,경기도 이천시 어재연로10번길 25,Y,09:00~22:00,1,1
마장면 행정복지센터 화장실,경기도 이천시 마장면 오천로 107,N,09:00~18:00,2,2
마장체육시설 화장실,경기도 이천시 마장면 오천로 105-26,N,09:00~18:00,1,1
백사면 행정복지센터,"경기도 이천시 백사면 현방로 65, 백사면사무소",N,09:00~18:00,1,1
상하수도사업소,경기도 이천시 부발읍 중부대로1390번길 293,N,09:00~18:00,1,0
설봉공원(남문뒤) 화장실,경기도 이천시 경충대로2709번길 128,Y,09:00~22:00,1,1
설봉공원(대공연장) 화장실,경기도 이천시 경충대로2709번길 128,Y,09:00~22:00,1,1
설봉공원(레포츠공원) 화장실,경기도 이천시 경충대로2709번길 128,Y,09:00~22:00,0,1
설봉공원(박물관 뒤) 화장실,경기도 이천시 경충대로2709번길 128,Y,09:00~22:00,1,1
설봉공원(쌍둥이) 화장실,경기도 이천시 경충대로2709번길 128,Y,09:00~22:00,1,1
신둔 실내체육관,경기도 이천시 신둔면 경충대로3234번길 37,N,08:00~18:00,1,1
신둔면 행정복지센터,"경기도 이천시 신둔면 경충대로 3128, 신둔면사무소",N,09:00~18:00,1,0
신둔체육공원,경기도 이천시 신둔면 경충대로3234번길 37,Y,08:00~18:00,1,1
온천공원 운동장 화장실,"경기도 이천시 애련정로136번길 84, 평생학습북카페 (창전동)",Y,09:00~22:00,1,1
율면체육시설 실내화장실,경기도 이천시 율면 고당로 109-9,N,09:00~18:00,1,0
이천의료원,경기도 이천시 경충대로 2742 (관고동),N,08:30~17:30,3,3
증포동 행정복지센터,"경기도 이천시 증신로156번길 15, 증포동주민센터 (증포동)",Y,09:00~18:00,1,1
진암공원화장실,경기도 이천시 장호원읍 서동대로8880번길 75-52,N,09:00~22:00,1,1
창전동 행정복지센터,"경기도 이천시 영창로163번길 22, 창전동주민센터 (창전동)",N,09:00~18:00,1,1
한울림관,경기도 이천시 설봉로 65 (관고동),Y,09:00~18:00,1,1
호법면 행정복지센터,"경기도 이천시 호법면 이섭대천로527번길 27, 호법면사무소",N,09:00~18:00,1,1
호법면복지회관,경기도 이천시 호법면 이섭대천로527번길 27,N,09:00~18:00,1,0
호법면체육공원,"경기도 이천시 호법면 동산로395번길 139-38, 농어민문화체육센터",Y,09:00~22:00,1,1
(주)효자원,"경기도 이천시 백사면 지읍로 169, 효자원",N,00:00~00:00,1,2
NC백화점 이천점,"경기도 이천시 영창로 165, 엔씨백화점 (창전동)",N,10:30~21:00,1,1
대림 주유소,"경기도 이천시 장호원읍 장여로 361, 대림주유소",N,07:00~20:00,0,1
덕평자연휴게소,"경기도 이천시 마장면 덕이로154번길 287-76, 덕평휴게소",N,00:00~00:00,2,2
장흥119안전센터,경기 양주시 장흥면 일영로 794 (일영리),N,24시간,1,1
양주경찰서,"경기 양주시 평화로 1699 (회정동, 양주경찰서)",N,24시간,0,1
양주고용복지플러스센터 1층,경기도 양주시 부흥로1533,N,9시간,1,1
양주별산대놀이마당,"경기 양주시 부흥로1399번길 47 (유양동, 양주별산대놀이마당)",Y,수시개방,1,1
농업기술센터,"경기 양주시 광적면 지섬로 162 (광석리, 양주시 농업기술센터)",N,9시간,1,1
양주시립장욱진미술관,경기 양주시 장흥면 권율로 193 (석현리),N,8시간,1,1
양주시문화예술회관,"경기 양주시 광적면 부흥로618번길 303 (광석리, 양주문화예술회관)",N,9시간,1,1
양주시보건소,"경기 양주시 부흥로 1533 (남방동, 양주시보건소)",N,9시간,0,1
양주역,"경기 양주시 평화로 919 (남방동, 양주역)",Y,전철운행시간개방,1,1
양주희망도서관(2층),"경기 양주시 삼숭로38번길 78-47 (삼숭동, 양주희망도서관)",N,운영시에만 개방,1,0
에코스포츠센터,경기 양주시 은현면 은남로 177 (하패리),N,16시간,0,1
이마트 이천점 고객 화장실,경기도 이천시 이섭대천로 1440-50 (증포동),N,10:00~23:00,1,1
이천 엘리야 병원,"경기도 이천시 장호원읍 서동대로 8793, 이천엘리야병원",N,00:00~00:00,1,1
이천(하남)주유소,"경기도 이천시 신둔면 서이천로853번길 346-149, 액화석유가스충전소",N,00:00~00:00,1,1
고읍도서관(1층),"경기 양주시 고읍남로 207 (광사동, 고읍도서관)",N,정시(09:00∼22:00)/ 휴관일 제외,1,1
고읍제2근린공원(놀이터동)공중화장실,경기 양주시 고읍남로 205,Y,24시간,1,1
고읍제4근린공원 공중화장실,경기 양주시 고읍남로 46 (광사동),Y,24시간,1,1
광적도서관 1층,"경기도 양주시 광적면 광적로42번길 5, 광적도서관",N,13시간,1,1
롯데마트 이천점,"경기도 이천시 구만리로 191 (안흥동, 롯데캐슬 골드스카이)",N,10:00~23:00,1,1
롯데프리미엄아울렛(백자동),"경기도 이천시 호법면 프리미엄아울렛로 177-74, 롯데 프리미엄 아울렛",N,(평일)10:30~20:30+(주말)10:30~21:00,8,8
롯데프리미엄아울렛(청자동),"경기도 이천시 호법면 프리미엄아울렛로 177-119, 롯데프리미엄아울렛",N,(평일)10:30~20:30+(주말)10:30~21:00,4,4
롯데프리미엄아울렛(키즈몰),경기도 이천시 호법면 프리미엄아울렛로 177-76,N,(평일)10:30~20:30+(주말)10:30~21:00,1,1
롯데프리미엄아울렛(패션몰),경기도 이천시 호법면 프리미엄아울렛로 177-120,N,(평일)10:30~20:30+(주말)10:30~21:00,1,1
인라인스케이트장 야외용화장실,경기도 이천시 부발읍 중부대로 1696,N,00:00~24:00,1,1
종합운동장 A구역 1층(야구장),경기도 이천시 부발읍 중부대로 1696,Y,09:00~18:00,2,2
종합운동장 B구역 1층,경기도 이천시 부발읍 중부대로 1696,N,09:00~18:00,2,2
종합운동장 C구역 1층,경기도 이천시 부발읍 중부대로 1696,N,09:00~18:00,2,2
종합운동장 D구역 1층,경기도 이천시 부발읍 중부대로 1696,N,09:00~18:00,2,2
종합운동장 야외화장실(동),경기도 이천시 부발읍 중부대로 1696,Y,00:00~00:00,1,1
광적면행정복지센터,"경기 양주시 광적면 가래비길 93 (가납리848-2, 광적면사무소)",Y,9시간,1,1
남면도서관,"경기 양주시 남면 개나리17길 24 (신산리, 남면도서관)",N,9시간,1,1
남면사무소,"경기 양주시 남면 개나리17길 6 (신산리, 남면사무소)",Y,9시간,1,1
남면주민자치센터,"경기 양주시 남면 개나리19길 25 (신산리, 남면주민자치센터)",N,9시간,2,1
남면파출소,"경기 양주시 남면 개나리길 50 (신산리, 남면파출소)",N,24시간,1,1
농업기술센터,"경기 양주시 광적면 지섬로 162 (광석리, 양주시 농업기술센터)",N,9시간,1,1
농촌테마공원1,경기 양주시 은현면 그루고개로221번길 264-21,N,9시간,1,1
농촌테마공원2,경기 양주시 은현면 그루고개로221번길 264-21,N,9시간,1,1
농촌테마공원3,경기 양주시 은현면 그루고개로221번길 264-21,N,9시간,1,1
덕계근린공원 관리동A 공중화장실,경기 양주시 평화로1435번길 56 (덕계동),Y,24시간,1,1
덕계근린공원 주처장B 공중화장실,경기 양주시 평화로1435번길 56 (덕계동),Y,24시간,1,1
덕계역,"경기 양주시 고덕로139번길 317 (덕계동, 덕계역)",Y,19시간,1,1
양지 의료 재단 (양지요양병원),"경기도 이천시 호법면 덕평로 224, 양지요양병원",N,00:00~00:00,1,1
덕정도서관(1층),경기 양주시 화합로1371번길 11 (덕정동),N,정시(09:00~22:00),1,0
덕정역,"경기 양주시 화합로 1356 (덕정동, 덕정역)",Y,19시간,1,1
은남통합보건지소,"경기 양주시 남면 화합로610번길 161-13 (상수리, 은남통합보건지소)",Y,9시간,1,1
은현면 행정복지센터,"경기도 양주시 은현면 은현로 66, 은현면 행정복지센터",N,9시간,1,1
은현체육관,경기 양주시 은현면 은현로 74 (선암리),N,10시간,1,1
독바위공원 1,경기도 양주시 옥정동 889,Y,24시간,1,1
옥정중앙공원 1,경기도 양주시 옥정동 1039,Y,24시간,2,1
고읍도서관(2층),"경기도 양주시 고읍남로 207, 고읍도서관 (광사동)",N,정시(09:00∼22:00)/ 휴관일 제외,1,1
에코실외구장,경기 양주시 은현면 봉암리 38,N,17시간,1,1
여성일생활균형지원센터,"경기 양주시 고암길 226 (고암동, 양주시 여성·보육비전센터)",N,9시간,2,1
청담공원(덕정) 공중화장실,경기 양주시 덕정동 384-8,Y,24시간,1,1
청담공원(봉양) 공중화장실,경기 양주시 봉양동 849-1,Y,24시간,1,1
회천1동 행정복지센터,"경기도 양주시 화합로1327번길 39, 회천1동 행정복지센터(임시청사) (덕정동)",N,09:00~18:00,0,1
회천2동 행정복지센터,"경기 양주시 평화로1475번길 39 (덕계동, 회천2동주민센터)",N,9시간,1,1
회천3동 행정복지센터,"경기 양주시 회정로 143 (덕정동, 회천3동 주민센터)",N,9시간,1,1
옥정1동 행정복지센터,"경기도 양주시 옥정로 397-7, 옥정1동 행정복지센터 (옥정동)",N,9시간,1,1
신산시장 공중화장실,경기 양주시 남면 신산리 280-3,Y,24시간,1,1
신산체육공원 공중화장실,"경기 양주시 남면 감악산로244번길 189 (신산리, 신산리공원관리사무소)",Y,24시간,1,1
신천생태하천A,경기 양주시 남면 상수리 115-1,Y,24시간,1,1
신천생태하천C,백석읍 오산리 137-6,Y,24시간,1,1
신천생태하천D,남면 운암리 59-26,Y,24시간,1,1
눈높이 배드민턴장,경기도 이천시 부발읍 중부대로 1696,N,08:00~22:00,1,1
서희청소년문화센터 화장실,경기도 이천시 영창로 260,Y,09:00~20:00,4,2
이천시청 화장실,경기도 이천시 부악로 40,Y,09:00~18:00,9,9
중리동행정복지센터 화장실,경기도 이천시 남천로 31 (중리동),Y,09:00~20:00,1,1
노성산시민공원(설성) 화장실,경기도 이천시 설성면 수산리 89-4,Y,09:00~18:00,1,1
설성면행정복지센터,경기도 이천시 설성면 설장로17번길 6-5,N,09:00~18:00,1,1
설성실내체육관,경기도 이천시 설성면 진상미로665번길 238-28,Y,09:00~18:00,1,1
이천농업테마공원 너와집(쌀체험촌 펜션),경기도 이천시 모가면 공원로 48,Y,09:00~18:00,1,1
이천농업테마공원 안내센터,경기도 이천시 모가면 공원로 48,Y,09:00~18:00,1,0
추모의집,경기도 이천시 백사면 지읍로53번길 159,Y,09:00~18:00,4,4
자연장지,경기도 이천시 부발읍 황무로1719번길 189,N,09:00~18:00,4,2
성안드레아 병원,"경기도 이천시 마장면 서이천로320번길 109-84, 성안드레아병원",N,09:00~17:30,1,1
종합운동장 야외화장실(서),경기도 이천시 부발읍 중부대로 1696,Y,00:00~00:00,1,1
양주1동행정복지센터,"경기도 양주시 외미로64번길 45, 양주1동 행정복지센터 (남방동)",N,9시간,1,1
양주2동 행정복지센터,"경기 양주시 고읍로 77 (만송동, 양주2동주민센터)",N,9시간,1,1
삼숭주민자치센터,"경기 양주시 삼숭로38번길 80 (삼숭동, 양주자이프라자)",N,9시간,1,0
나리근린공원,경기도 양주시 광사로 131-66 (광사동),Y,24시간,1,1
능호관이인상공원,경기도 양주시 옥정로8길 33 (옥정동),Y,24시간,1,1
옥정생태숲공원,경기도 양주시 새터로 92 (옥정동),Y,24시간,1,1
독바위공원 3,경기도 양주시 옥정동 889,Y,24시간,1,0
선돌공원 1,경기도 양주시 옥정동 908,Y,24시간,1,1
신천생태하천E,은현면 용암리 552-9,Y,24시간,1,1
나누리근린공원,경기도 양주시 고읍남로 46 (광사동),Y,24시간,0,1
맹골마을 공중화장실,경기도 양주시 남면 매곡리 253-3,Y,0:00 ~ 24:00,1,1
덕계도서관(7층),"경기도 양주시 평화로1475번길 39, 회천2동 행정복지센터 7층 (덕계동)",N,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,0
덕계도서관(8층),"경기도 양주시 평화로1475번길 39, 회천2동 행정복지센터 8층 (덕계동)",N,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),0,1
옥정호수도서관(1층),"경기도 양주시 옥정동로7길 110, 옥정호수도서관 1층 (옥정동)",Y,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,1
옥정호수도서관(2층),"경기도 양주시 옥정동로7길 110, 옥정호수도서관 2층 (옥정동)",Y,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,1
옥정호수도서관(3층),"경기도 양주시 옥정동로7길 110, 옥정호수도서관 3층 (옥정동)",Y,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,1
양주시청,"경기도 양주시 부흥로 1533, 양주시보건소,양주시의회,양주시청 (남방동)",Y,정시(09:00~18:00),1,2
양주시의회,"경기도 양주시 부흥로 1533, 양주시의회 (남방동)",Y,정시(09:00~18:00),1,1
양주시보건소,"경기도 양주시 부흥로 1533, 양주시보건소 (남방동)",N,정시(09:00~18:00),0,1
중랑천선형공원 공중화장실,경기도 양주시 중랑천동자전거길 3020 (마전동),Y,상시,1,1
회천제7수변공원,경기도 양주시 덕계로7길 41-1 (덕계동),Y,24시간,1,1
양주희망도서관(3층),"경기도 양주시 삼숭로38번길 78-47, 양주희망도서관 (삼숭동)",N,운영시간에만 개방,0,1
광적도서관 2층,"경기도 양주시 광적면 광적로42번길 5, 광적도서관",N,13시간,1,1
석우근린공원,경기도 양주시 광적면 광적로 95,Y,24시간,1,1
독바위공원 2,경기도 양주시 옥정동 889,Y,24시간,1,1
옥정중앙공원 2,경기도 양주시 옥정동 1039,Y,24시간,1,1
회천제4근린공원,"경기도 양주시 평화로1416번길 66-13, 덕계중학교 (덕계동)",Y,24시간,1,1
회천제5근린공원 화장실,경기도 양주시 회천중앙로 174 (덕계동),Y,24시간,1,1
이천시장애인종합복지관,경기도 이천시 신둔면 석동로 3,Y,09:00~18:00,2,2
대월체육시설,경기도 이천시 대월면 대산로 125,Y,09:00~18:00,1,1
이천시보건소,경기도 이천시 부악로 36,Y,09:00~18:00,4,4
이천시종합복지타운 화장실,경기도이천시남천로 31,N,09:00~18:00,6,4
마장도서관 화장실,경기도 이천시 마장면 마장로 11,N,08:00~23:00,4,4
시립도서관 화장실,"경기도 이천시 설봉로81번길 50, 이천시립도서관 (창전동)",N,08:00~23:00,1,1
증포송정작은도서관 화장실,경기도 이천시 아리역로 34 (증포동),N,10:00~20:00,1,1
청미도서관 화장실,경기도 이천시 장호원읍 서동대로8829번길 53-6,N,08:00~23:00,1,1
평생학습카페 작은도서관 화장실,"경기도 이천시 애련정로136번길 84, 평생학습북카페 (창전동)",N,10:00~20:00,1,1
효양도서관 화장실,"경기도 이천시 부발읍 경충대로2250번길 35, 이천시립효양도서관",N,08:00~23:00,4,4
모가면행정복지센터,경기도 이천시 모가면 진상미로 1295,N,09:00~18:00,1,1
모가다목적관 화장실,경기도 이천시 모가면 대월로 63번길 42,N,09:00~18:00,1,0
모가면복지회관,경기도 이천시 모가면 대월로 63번길 54,N,09:00~18:00,1,1
부발읍행정복지센터 화장실,경기도 이천시 부발읍 무촌로 121,N,09:00~18:00,1,1
신하자치센터 화장실,경기도 이천시 부발읍 경충대로2250번길 11,N,09:00~18:00,1,1
부발읍체육공원(C구장) 화장실,경기도 이천시 부발읍 무촌리 546,N,09:00~18:00,1,1
이천시차량등록사업소,"경기도 이천시 경충대로 2603, 이천시차량등록사무소 (중리동)",Y,09:00~18:00,2,2
사기막골 도예촌 시장번영회,경기도 이천시 경충대로2993번길 56 (사음동),N,00:00~00:00,1,1
사기막골 도자기시장 화장실,경기도 이천시 경충대로2993번길 47 (사음동),Y,00:00~00:00,1,1
바른병원,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",N,00:00~00:00,1,0
사기막골 도예촌 시장번영회,경기도 이천시 경충대로2993번길 56 (사음동),N,00:00~00:00,1,1
서진충전소,"경기도 이천시 황무로 747, 서진충전소 (송정동)",N,06:00~23:00,1,0
서창산업(주) 이천(하)주유소,경기도 이천시 마장면 중부대로609번길 244-35,N,00:00~00:00,1,1
서창산업(주)이천(하)휴게소,경기도 이천시 마장면 중부대로609번길 244-35,Y,00:00~00:00,1,1
예스파크 화장실 1,경기도 이천시 신둔면 도자예술로61번길 30,Y,00:00~00:00,1,1
예스파크 화장실 2,경기도 이천시 신둔면 도자예술로 48,Y,00:00~00:00,1,1
예스파크 화장실 3,경기도 이천시 신둔면 도자예술로62번길 130,Y,00:00~00:00,1,1
예스파크 화장실 4,경기도 이천시 신둔면 도자예술로 105,Y,00:00~00:00,1,1
예스파크 화장실 5,경기도 이천시 신둔면 도자예술로62번길 113-77,Y,00:00~00:00,1,1
예스파크 화장실 6,경기도 이천시 신둔면 도자예술로5번길 9,Y,00:00~00:00,1,1
이천아트홀,경기도 이천시 부악로40,Y,09:00~18:00,0,1
이천시립박물관,경기도 이천시 경충대로 2697번길 172,Y,09:00~18:00,1,1
서희역사관,경기도 이천시 부발읍 무촌로18번길 130,Y,09:00~18:00,1,1
이천 무형문화재 전수교육관,경기도 이천시 경충대로2709번길 90(관고동),Y,09:00~18:00,1,1
민주화운동기념공원,경기도 이천시 모가면 공원로 30,Y,(평일)06:00-24:00+(주말)09:00-18:00,1,1
백사면 행정복지센터,"경기도 이천시 백사면 현방로 65, 백사면사무소",N,09:00~18:00,1,1
관고전통시장 공중화장실,"경기도 이천시 중리천로 15, 관고1통마을회관(관고동)",Y,00:00~00:00,1,1
장호원 전통시장,경기도 이천시 장호원읍 서동대로8965번길 36,Y,00:00~00:00,1,1
중면사무소,경기도 연천군 중면 군중로 400,N,09:00~18:00,1,1
전곡읍사무소 2층,경기도 연천군 전곡읍 은전로 45,N,09:00~18:00,1,1
전곡읍사무소 1층,경기도 연천군 전곡읍 은전로 45,N,09:00~18:00,1,1
군남면사무소 화장실,경기도 연천군 군남면 군남로 417,Y,24시개방,1,1
전곡우체국,경기도 연천군 전곡읍 전곡역로 69,N,09:00~12:00 13:00~18:00,1,1
통일평생교육원 1층,경기도 연천군 전곡읍 전곡역로66번길 53,N,09:00~18:00,1,1
연천도서관 2층,경기도 연천군 연천읍 차현로 76-7,Y,09:00~23:00,1,0
당포성 화장실,경기도 연천군 미산면 마동로38-58,N,9시간,1,1
호로고루 화장실,경기도 연천군 장남면 장남로 163번길 128,N,9시간,1,0
연천파크골프장 화장실1,경기도 연천군 군남면 진상리 608,N,12시간,1,1
연천파크골프장 화장실2,경기도 연천군 군남면 진상리 610,N,12시간,1,1
선곡리 야구장 화장실,경기도 연천군 군남면 선곡리 688-2,N,12시간,1,1
백학자연생태학습장,경기도 연천군 백학면 통구리 222번지,N,24시간,2,2
고대산 공영주차장 화장실,경기도 연천군 신서면 대광리 142-10,N,24시간,1,1
(주)금강산 궁평지점,경기도 연천군 청산면?동서로?1883,N,09:00~18:00,1,1
신탄리,경기도 연천군 신서면 고대산길 4,N,상시,1,1
전곡근린공원,경기도 연천군 전곡읍 선사로458번길 39,Y,24시간,0,1
은대근린공원,경기도 연천군 전곡읍 은전로 45,Y,24시간,1,1
연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,N,24시간,3,0
신서보건소,경기도 연천군 신서면 도대로 3번길 63,N,8시간,0,1
연천보건지소,경기도 연천군 연천읍 신망로15번길30,N,8시간,1,1
군남보건지소,경기도 연천군 군남면 군남로417,N,8시간,1,0
연천소방서,경기도 연천군 전곡읍 평화로 892,N,09:00~09:00,1,1
백학119안전센터,경기도 연천군 백학면 백학산단길 16,N,09:00~09:00,1,1
전곡재래시장,경기도 연천군 전곡읍전곡로 172번길 4-19,Y,15시간,1,1
선사유적지 미롱이,경기도 연천군 전곡읍 양연로 1510,Y,24시간,1,1
선사유적지 고롱이,경기도 연천군 전곡읍 양연로 1510,Y,24시간,1,1
경순왕릉,경기도 연천군 장남면 고랑포리,N,9시간,1,0
숭의전,경기도 연천군 숭의전로 422,N,9시간,1,0
구석기체험숲1,경기도 연천군 전곡읍 양연로1510,N,24시간,1,1
연천교육지원청,경기도 연천군 연천읍 연천로 356-1,N,09:00~18:00,1,0
백학면사무소1층,경기도 연천군 백학면 청정로 534,N,09:00~18:00,1,1
백학면사무소2층,경기도 연천군 백학면 청정로 534,Y,09:00~18:00,1,1
왕징주민자센터,경기도 연천군 왕징면 왕산로 44,Y,14시간,0,1
연천도서관 1층,경기도 연천군 연천읍 차현로 76-7,Y,09:00~23:00,0,1
중앙도서관 3층,경기도 연천군 전곡읍 전은길 9-26,N,09:00~23:00,1,1
중앙도서관 2층,경기도 연천군 전곡읍 전은길 9-26,N,09:00~23:00,1,1
중앙도서관 1층,경기도 연천군 전곡읍 전은길 9-26,N,09:00~23:00,1,1
연천세계캠핑체험존2,경기도 연천군 전곡읍 선사로 123,Y,09:00~18:00,1,1
연천세계캠핑체험존1,경기도 연천군 전곡읍 선사로 123,Y,상시(24시간),1,1
한탄강 유원지6,경기도 연천군 전곡읍 전곡리 689-5,Y,상시(24시간),1,1
한탄강 유원지4,경기도 연천군 전곡읍 전곡리 691,Y,상시(24시간),1,1
한탄강 유원지3,경기도 연천군 전곡읍 선사로 40,Y,상시(24시간),1,1
한탄강 유원지2,경기도 연천군 전곡읍 선사로 76,Y,상시(24시간),1,1
한탄강 유원지2,경기도 연천군 전곡읍 전곡리 698-1,Y,상시(24시간),1,1
고대산야외,경기도 연천군 신서면 고대산길 72,Y,24시간,1,1
수레울아트홀2,경기도 연천군 연천읍 문화로 150,Y,09:00~18:00,1,1
수레울아트홀1,경기도 연천군 연천읍 문화로 150,Y,09:00~18:00,1,1
종합운동장야외,경기도 연천군 연처읍 문화로 150,Y,24시간,1,1
고랑포구역사공원,경기도 연천군 장남면 장남로 270,Y,09:00~18:00,1,1
동막리공중화장실,경기도 연천군 연천읍 샘곳길 105,Y,24시간,1,0
보건의료원 장례식장,경기도 연천군 전곡읍 은대성로 95,N,상시(24시간),1,1
연천공영버스터미널,경기도 연천군 연천읍 연천역로 29,Y,상시(24시간),1,1
어린이교통랜드,경기도 연천군 전곡읍 선사로 14-71,Y,09:00~18:00,1,1
수레울 공중화장실,경기도 연천군 연천읍 차현로 96-1,Y,9시간,1,1
연천우체국,경기도 연천군 연천읍 연천로 280,N,09:00~18:00,1,1
전곡우체국,경기도 연천군 전곡읍 전곡역로 69,N,09:00~18:00,1,1
연천군남우체국,경기도 연천군 군납면 군남로 406,N,09:00~18:00,1,1
신서면 주민자치센터 1층,경기도 연천군 신서면 연신로 1134-1,Y,09:00~18:00,0,1
신서면행정복지센터 1층,경기도 연천군 신서면 연신로 1130,Y,09:00~18:00,1,1
장남면사무소,경기도 연천군 장남면 장백로 244,N,09:00~18:00,1,0
장남면주민자치센터(1층),경기도 연천군 장남면 장백로 244,N,00:00~24:00,1,1
연천군청 신관 1층,경기도 연천군 연천읍 연천로 220,N,09:00~18:00,1,1
연천군청 본관 1층,경기도 연천군 연천읍 연천로 220,N,09:00~18:00,1,1
연천군청 별관,경기도 연천군 연천읍 연천로 220,N,09:00~18:00,1,1
연천 한국전력,경기도 연천군 전곡읍 전곡로 15,N,9시간,1,1
왕징면사무소,경기도 연천군 왕징면 왕산로 44,Y,9시간,0,1
청산면행정복지센터화장실,경기도 연천군 청산면 청신로71,N,09:00~18:00,1,1
미산면사무소,경기도 연천군 미산면 유노로110,N,09:00~18:00,1,1
재인폭포공원 입구,경기도 연천군 연천읍 고문리 57-3,Y,24시간,1,1
재인폭포공원 주차장,경기도 연천군 연천읍 고문리 60-2,N,24시간 (동절기 폐쇄),1,1
재인폭포공원(신나무숲)1,경기도 연천군 연천읍 부곡리 197,Y,24시간 (동절기 폐쇄),1,1
차탄교,경기도 연천군 연천읍 차탄리 107-16,N,24시간 (동절기 폐쇄),1,1
태풍전망대,경기도 연천군 중면 군중로890번길 464,N,09:00~18:00,1,1
고대산산촌체험마을,경기도 연천군 신서면 대광리 132-4,N,24시간,1,1
사계절,경기도 연천군 연천읍 동막리,N,24시간,1,0
부흥골쉼터,경기도 연천군 연천읍 동막리,N,24시간,1,1
미리내은하수화장실,경기도 안성시 양성면 미산1길 2,N,00:00~00:00,1,1
창진산장휴게소,경기도 안성시 양성면 만세로 859,N,00:00~00:00,0,1
"안성맞춤랜드
아띠화장실","경기도 안성시 보개면 남사당로 198 (복평리, 관리동)",Y,00:00~00:00,1,1
청룡사 등산로,경기도 안성시 서운면 청룡길 140,Y,00:00~00:00,1,1
이천(하남)휴게소,"경기도 이천시 신둔면 서이천로853번길 346-129, 이천휴게소",Y,00:00~00:00,1,1
이천종합버스터미널,"경기도 이천시 이섭대천로 1200, 종합버스터미널 (중리동)",Y,06:00~22:30,1,1
안성시 추모공원,경기도 안성시 미양면 보촌4길 70,N,00:00~00:00,1,1
미양우체국,경기도 안성시 미양면 양지길 23,N,00:00~00:00,1,0
석남사주차장,경기도 안성시 금광면 상중리513,Y,00:00~00:00,1,0
공도읍사무소,"경기도 안성시 공도읍 공도4로 8, (공도읍사무소)",N,00:00~00:00,2,2
안성시 중앙도서관,"경기도 안성시 안성맞춤대로 1150 (금산동, 안성시립중앙도서관)",N,00:00~00:00,1,1
안성시 공도도서관,"경기도 안성시 공도읍 공도5로 26 (만정리, 공도도서관)",N,00:00~00:00,1,1
관산도서관,"경기도 안산시 단원구 관산길 29 (원곡동, 관산도서관)",N,08:00~23:00,1,1
광덕공원 화장실,경기도 안산시 단원구 예술대학로 176 (고잔동),Y,00:00~24:00,1,1
광덕정 화장실,"경기도 안산시 단원구 동산로 177 (초지동, 광덕정)",N,09:00~18:00,1,1
구룡운동장,"경기도 안산시 상록구 구룡체육관로 21 (이동, 구룡체육관)",Y,00:00~24:00,1,0
구룡체육관,"경기도 안산시 상록구 구룡체육관로 21 (이동, 구룡체육관)",N,00:00~24:00,1,0
구봉공원(주차장),경기도 안산시 단원구 구봉타운길 39-9(대부북동),Y,00:00~24:00,1,0
구봉도(제1대부해솔길) 화장실,경기도 안산시 단원구 대부북동 산 35-3,Y,00:00~2400,1,1
석호공원 화장실,경기도 안산시 상록구 석호공원로 1 (사동),Y,00:00~24:00,0,1
선부1공원,경기도 안산시 단원구 선부동 산 169-1,Y,00:00~24:00,0,1
선부1동 행정복지센터,"경기도 안산시 단원구 선부광장서로 47 (선부동, 선부1동주민센터)",Y,09:00~18:00,1,1
선부2동 행정복지센터 화장실,"경기도 안산시 단원구 지곡로 46 (선부동, 선부2동행정복지센터)",N,09:00~18:00,1,1
선부3동 행정복지센터 화장실,"경기도 안산시 단원구 선삼로 47 (선부동, 선부3동 행정복지센터)",Y,9:00~21:00,1,1
선부광장 화장실1(구),경기도 안산시 단원구 선부동 1073-2,Y,00:00~24:00,1,1
선부광장 화장실2(신),경기도 안산시 단원구 선부동 1074,Y,00:00~24:00,1,1
선부다목적체육관,경기도 안산시 단원구 선부로 96 (선부동),N,06:00~22:00,2,2
선부도서관,"경기도 안산시 단원구 선부로 100 (선부동, 선부2동 공공도서관)",N,08:00~23:00,1,1
선부배수지,경기도 안산시 단원구 선부동 산 128-4,N,00:00~24:00,1,0
선부역,경기도 안산시 단원구 선부광장로 34 (선부동),Y,04:25~24:50,1,1
선부종합사회복지관,"경기도 안산시 단원구 화정로 9 (선부동, 주공 13단지아파트)",N,06:00~22:00,1,1
선부청소년문화의집,경기도 안산시 단원구 우목골길 7-15 (선부동),N,09:00~21:00,1,1
